,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,pri_genres,sec_genres
27,ART_AND_DESIGN,4.1,203,6.1,100000,0,0,Everyone,Art & Design,Art & Design,Art & Design
28,ART_AND_DESIGN,3.9,136,4.6,10000,0,0,Everyone,Art & Design,Art & Design,Art & Design
29,ART_AND_DESIGN,4.1,223,4.2,100000,0,0,Everyone,Art & Design,Art & Design,Art & Design
30,ART_AND_DESIGN,4.2,1120,9.2,100000,0,0,Everyone,Art & Design,Art & Design,Art & Design
31,ART_AND_DESIGN,4.1,227,5.2,50000,0,0,Everyone,Art & Design,Art & Design,Art & Design
32,ART_AND_DESIGN,4.5,5035,11,100000,0,0,Everyone,Art & Design,Art & Design,Art & Design
33,ART_AND_DESIGN,4.2,1015,11,100000,0,0,Everyone,Art & Design,Art & Design,Art & Design
34,ART_AND_DESIGN,4.7,353,4.2,10000,0,0,Teen,Art & Design,Art & Design,Art & Design
35,ART_AND_DESIGN,3.8,564,9.2,100000,0,0,Everyone,Art & Design,Art & Design,Art & Design
36,ART_AND_DESIGN,4.7,8145,24,500000,0,0,Everyone,Art & Design;Creativity,Art & Design,Creativity
37,ART_AND_DESIGN,4.1,36639,37,5000000,0,0,Everyone,Art & Design,Art & Design,Art & Design
38,ART_AND_DESIGN,4.7,158,11,10000,0,0,Everyone,Art & Design,Art & Design,Art & Design
39,ART_AND_DESIGN,4,591,9.4,500000,0,0,Everyone,Art & Design,Art & Design,Art & Design
40,ART_AND_DESIGN,4.2,117,15,10000,0,0,Everyone,Art & Design,Art & Design,Art & Design
41,ART_AND_DESIGN,4.5,176,10,100000,0,0,Everyone,Art & Design,Art & Design,Art & Design
42,ART_AND_DESIGN,4.4,295221,37,10000000,0,0,Everyone,Art & Design,Art & Design,Art & Design
43,ART_AND_DESIGN,3.8,2206,1.2,100000,0,0,Everyone,Art & Design;Creativity,Art & Design,Creativity
44,ART_AND_DESIGN,4.2,26,12,10000,0,0,Everyone,Art & Design,Art & Design,Art & Design
45,ART_AND_DESIGN,4.7,174531,24,10000000,0,0,Everyone,Art & Design,Art & Design,Art & Design
46,ART_AND_DESIGN,4.6,1070,26,100000,0,0,Everyone,Art & Design,Art & Design,Art & Design
47,ART_AND_DESIGN,4.2,85,8,100000,0,0,Everyone,Art & Design,Art & Design,Art & Design
48,ART_AND_DESIGN,4.3,845,7.9,100000,0,0,Everyone,Art & Design,Art & Design,Art & Design
49,AUTO_AND_VEHICLES,4.2,367,25,100000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
50,AUTO_AND_VEHICLES,4,1598,56,1000000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
51,AUTO_AND_VEHICLES,3.8,284,57,100000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
52,AUTO_AND_VEHICLES,4.6,17057,37,1000000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
53,AUTO_AND_VEHICLES,3.9,129,35,100000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
54,AUTO_AND_VEHICLES,4.3,542,33,100000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
55,AUTO_AND_VEHICLES,4.9,10479,33,100000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
56,AUTO_AND_VEHICLES,4.4,805,5.6,50000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
57,AUTO_AND_VEHICLES,4.2,129,54,100000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
58,AUTO_AND_VEHICLES,4,1403,201,100000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
59,AUTO_AND_VEHICLES,3.9,3971,3.6,100000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
60,AUTO_AND_VEHICLES,4.6,534,5.7,10000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
61,AUTO_AND_VEHICLES,4.9,7774,17,100000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
62,AUTO_AND_VEHICLES,4.3,38846,8.6,1000000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
63,AUTO_AND_VEHICLES,4.6,2431,2.4,100000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
64,AUTO_AND_VEHICLES,4.9,6090,27,100000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
65,AUTO_AND_VEHICLES,3.9,295,2.7,10000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
66,AUTO_AND_VEHICLES,4,190,2.5,50000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
67,AUTO_AND_VEHICLES,4.3,40211,37,5000000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
68,AUTO_AND_VEHICLES,3.9,356,37,100000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
69,AUTO_AND_VEHICLES,4.2,52530,7,5000000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
70,AUTO_AND_VEHICLES,4.8,116986,35,5000000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
71,AUTO_AND_VEHICLES,3.6,1379,16,500000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
72,AUTO_AND_VEHICLES,4.2,271920,16,10000000,0,0,Teen,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
73,AUTO_AND_VEHICLES,4.8,736,37,100000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
74,AUTO_AND_VEHICLES,4.8,7021,17,500000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
75,AUTO_AND_VEHICLES,4.6,197,3.4,50000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
76,AUTO_AND_VEHICLES,4.5,737,8.9,100000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
77,AUTO_AND_VEHICLES,4.3,3574,3.9,1000000,0,0,Everyone 10+,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
78,AUTO_AND_VEHICLES,4.5,994,2.9,100000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
79,AUTO_AND_VEHICLES,4.9,197136,38,1000000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
80,AUTO_AND_VEHICLES,3.9,142,32,50000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
81,AUTO_AND_VEHICLES,4.4,15168,37,1000000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
82,AUTO_AND_VEHICLES,4,2155,15,500000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
83,AUTO_AND_VEHICLES,4.3,138,5.4,100000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
84,AUTO_AND_VEHICLES,3.7,5414,18,1000000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
85,AUTO_AND_VEHICLES,4.4,21777,37,1000000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
86,AUTO_AND_VEHICLES,4.3,348,38,100000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
87,AUTO_AND_VEHICLES,3.2,250,1.1,100000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
88,AUTO_AND_VEHICLES,4.6,13372,37,1000000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
89,AUTO_AND_VEHICLES,4.6,7880,37,100000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
90,AUTO_AND_VEHICLES,4.5,3617,7.9,100000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
91,AUTO_AND_VEHICLES,3.7,4806,35,1000000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
92,AUTO_AND_VEHICLES,4.6,65786,37,1000000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
93,AUTO_AND_VEHICLES,4.6,31433,17,1000000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
94,AUTO_AND_VEHICLES,4.6,5097,19,1000000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
95,AUTO_AND_VEHICLES,4,1754,14,500000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
96,AUTO_AND_VEHICLES,4.4,2680,2.2,500000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
97,AUTO_AND_VEHICLES,4,1288,4.5,100000,0,0,Everyone,Auto & Vehicles,Auto & Vehicles,Auto & Vehicles
98,BEAUTY,4.7,18900,17,500000,0,0,Everyone,Beauty,Beauty,Beauty
99,BEAUTY,4.9,49790,14,1000000,0,0,Everyone,Beauty,Beauty,Beauty
100,BEAUTY,4.7,1150,9.8,100000,0,0,Everyone,Beauty,Beauty,Beauty
101,BEAUTY,3.9,1739,21,500000,0,0,Everyone,Beauty,Beauty,Beauty
102,BEAUTY,3.9,32090,37,1000000,0,0,Everyone,Beauty,Beauty,Beauty
103,BEAUTY,4.2,2225,52,500000,0,0,Everyone,Beauty,Beauty,Beauty
104,BEAUTY,4.6,4369,14,100000,0,0,Everyone,Beauty,Beauty,Beauty
105,BEAUTY,4.3,8572,25,1000000,0,0,Everyone,Beauty,Beauty,Beauty
106,BEAUTY,4.7,964,9,50000,0,0,Everyone,Beauty,Beauty,Beauty
107,BEAUTY,4.7,42050,37,1000000,0,0,Everyone,Beauty,Beauty,Beauty
108,BEAUTY,4.8,104,12,10000,0,0,Everyone,Beauty,Beauty,Beauty
109,BEAUTY,4.2,17934,37,1000000,0,0,Everyone,Beauty,Beauty,Beauty
110,BEAUTY,4.3,601,35,100000,0,0,Everyone,Beauty,Beauty,Beauty
111,BEAUTY,4.5,36,6.7,10000,0,0,Everyone,Beauty,Beauty,Beauty
112,BEAUTY,4.1,187,30,50000,0,0,Teen,Beauty,Beauty,Beauty
113,BEAUTY,0,182,5.7,100000,0,0,Everyone 10+,Beauty,Beauty,Beauty
114,BEAUTY,4.2,30,2.9,10000,0,0,Everyone,Beauty,Beauty,Beauty
115,BEAUTY,4.5,134,17,10000,0,0,Everyone,Beauty,Beauty,Beauty
116,BEAUTY,4.4,74,2.9,10000,0,0,Everyone,Beauty,Beauty,Beauty
117,BEAUTY,4,113715,37,10000000,0,0,Everyone,Beauty,Beauty,Beauty
118,BEAUTY,4.1,3595,37,500000,0,0,Everyone,Beauty,Beauty,Beauty
119,BEAUTY,4.1,9315,2.6,1000000,0,0,Everyone,Beauty,Beauty,Beauty
120,BEAUTY,4.4,75,4.2,50000,0,0,Everyone,Beauty,Beauty,Beauty
121,BEAUTY,4.6,38,7.1,10000,0,0,Everyone,Beauty,Beauty,Beauty
122,BEAUTY,4.5,26834,57,1000000,0,0,Everyone,Beauty,Beauty,Beauty
123,BEAUTY,0,119,3.7,50000,0,0,Everyone,Beauty,Beauty,Beauty
124,BEAUTY,3.9,2277,22,500000,0,0,Everyone,Beauty,Beauty,Beauty
125,BEAUTY,4.4,2280,24,500000,0,0,Everyone,Beauty,Beauty,Beauty
126,BEAUTY,0,654,7.4,100000,0,0,Teen,Beauty,Beauty,Beauty
127,BEAUTY,4.6,184,21,10000,0,0,Everyone,Beauty,Beauty,Beauty
128,BEAUTY,3.8,9,3.4,5000,0,0,Everyone,Beauty,Beauty,Beauty
129,BEAUTY,0,77,2.9,10000,0,0,Mature 17+,Beauty,Beauty,Beauty
130,BEAUTY,0,35,3.1,10000,0,0,Everyone 10+,Beauty,Beauty,Beauty
131,BEAUTY,4,364,6.4,100000,0,0,Everyone,Beauty,Beauty,Beauty
132,BEAUTY,4.3,18,3.2,5000,0,0,Everyone,Beauty,Beauty,Beauty
133,BEAUTY,4.5,473,8.2,100000,0,0,Mature 17+,Beauty,Beauty,Beauty
134,BEAUTY,0,30,9.9,10000,0,0,Mature 17+,Beauty,Beauty,Beauty
135,BEAUTY,4.1,66,2.9,10000,0,0,Everyone,Beauty,Beauty,Beauty
136,BEAUTY,3.7,3871,23,1000000,0,0,Everyone,Beauty,Beauty,Beauty
137,BEAUTY,4.7,257,4.6,50000,0,0,Everyone,Beauty,Beauty,Beauty
138,BEAUTY,4.2,62,3.1,10000,0,0,Everyone,Beauty,Beauty,Beauty
139,BOOKS_AND_REFERENCE,4.6,2914724,37,100000000,0,0,Teen,Books & Reference,Books & Reference,Books & Reference
140,BOOKS_AND_REFERENCE,4.5,1857,4.9,50000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
141,BOOKS_AND_REFERENCE,4.6,4478,9.5,100000,0,0,Everyone 10+,Books & Reference,Books & Reference,Books & Reference
142,BOOKS_AND_REFERENCE,4.4,577550,37,10000000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
143,BOOKS_AND_REFERENCE,4.2,814080,37,100000000,0,0,Teen,Books & Reference,Books & Reference,Books & Reference
144,BOOKS_AND_REFERENCE,4.5,246315,37,10000000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
145,BOOKS_AND_REFERENCE,4.5,454060,37,10000000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
146,BOOKS_AND_REFERENCE,4.5,155446,37,10000000,0,0,Teen,Books & Reference,Books & Reference,Books & Reference
147,BOOKS_AND_REFERENCE,4.5,418,4.2,100000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
148,BOOKS_AND_REFERENCE,4.4,22486,5.4,1000000,0,0,Teen,Books & Reference,Books & Reference,Books & Reference
149,BOOKS_AND_REFERENCE,4.5,203130,37,10000000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
150,BOOKS_AND_REFERENCE,4.6,1435,2.8,500000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
151,BOOKS_AND_REFERENCE,4.8,116507,5,1000000,0,0,Teen,Books & Reference,Books & Reference,Books & Reference
152,BOOKS_AND_REFERENCE,3.9,1433233,37,1000000000,0,0,Teen,Books & Reference,Books & Reference,Books & Reference
153,BOOKS_AND_REFERENCE,4.6,90468,5.9,5000000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
154,BOOKS_AND_REFERENCE,4.2,860,13,100000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
155,BOOKS_AND_REFERENCE,4.1,363934,7.1,10000000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
156,BOOKS_AND_REFERENCE,4.7,967,6.7,500000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
157,BOOKS_AND_REFERENCE,4.2,87873,37,10000000,0,0,Teen,Books & Reference,Books & Reference,Books & Reference
158,BOOKS_AND_REFERENCE,4.3,17506,17,1000000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
159,BOOKS_AND_REFERENCE,3.3,1862,19,1000000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
160,BOOKS_AND_REFERENCE,4.6,2084,6.7,500000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
161,BOOKS_AND_REFERENCE,4.8,47303,21,1000000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
162,BOOKS_AND_REFERENCE,4.7,19080,37,500000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
163,BOOKS_AND_REFERENCE,0,161,2.7,10000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
164,BOOKS_AND_REFERENCE,4.1,85842,37,5000000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
165,BOOKS_AND_REFERENCE,4.6,7831,15,100000,0,0,Teen,Books & Reference,Books & Reference,Books & Reference
166,BOOKS_AND_REFERENCE,4.1,91615,23,5000000,0,0,Mature 17+,Books & Reference,Books & Reference,Books & Reference
167,BOOKS_AND_REFERENCE,4.6,4620,19,500000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
168,BOOKS_AND_REFERENCE,4.7,21336,23,1000000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
169,BOOKS_AND_REFERENCE,4.5,26875,73,500000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
170,BOOKS_AND_REFERENCE,3.9,1778,4.9,500000,0,0,Mature 17+,Books & Reference,Books & Reference,Books & Reference
171,BOOKS_AND_REFERENCE,4.4,2709,6.8,1000000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
172,BOOKS_AND_REFERENCE,4.3,64513,37,5000000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
173,BOOKS_AND_REFERENCE,4.2,8342,37,10000000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
174,BOOKS_AND_REFERENCE,4.5,527,2.9,100000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
175,BOOKS_AND_REFERENCE,4.4,1322,3.5,100000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
176,BOOKS_AND_REFERENCE,3.4,1680,4,100000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
177,BOOKS_AND_REFERENCE,4.9,2739,21,50000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
178,BOOKS_AND_REFERENCE,4.6,1065,2.3,500000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
179,BOOKS_AND_REFERENCE,4.4,233757,37,10000000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
180,BOOKS_AND_REFERENCE,0,2,7.2,50000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
181,BOOKS_AND_REFERENCE,4.4,8788,10,1000000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
182,BOOKS_AND_REFERENCE,4.4,51269,6.1,1000000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
183,BOOKS_AND_REFERENCE,4.4,30105,2.1,1000000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
184,BOOKS_AND_REFERENCE,3.5,156,42,500000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
185,BOOKS_AND_REFERENCE,0,114,7.3,100000,0,0,Everyone,Books & Reference,Books & Reference,Books & Reference
186,BOOKS_AND_REFERENCE,4.4,341157,30,10000000,0,0,Everyone 10+,Books & Reference,Books & Reference,Books & Reference
187,BUSINESS,4.1,16129,37,10000000,0,0,Everyone,Business,Business,Business
188,BUSINESS,4.3,674730,37,50000000,0,0,Everyone,Business,Business,Business
189,BUSINESS,4.4,1254730,37,10000000,0,0,Everyone,Business,Business,Business
190,BUSINESS,4.3,85185,29,5000000,0,0,Everyone,Business,Business,Business
191,BUSINESS,4.3,32584,37,1000000,0,0,Everyone,Business,Business,Business
192,BUSINESS,4.1,217730,37,50000000,0,0,Everyone,Business,Business,Business
193,BUSINESS,4.4,70991,37,5000000,0,0,Everyone,Business,Business,Business
194,BUSINESS,4.3,1002861,35,100000000,0,0,Everyone,Business,Business,Business
195,BUSINESS,3.9,16589,9.1,1000000,0,0,Everyone,Business,Business,Business
196,BUSINESS,4.8,148945,25,1000000,0,0,Everyone,Business,Business,Business
197,BUSINESS,4.5,4458,3.9,500000,0,0,Everyone,Business,Business,Business
198,BUSINESS,4.4,62272,18,10000000,0,0,Everyone,Business,Business,Business
199,BUSINESS,4,8941,12,5000000,0,0,Everyone,Business,Business,Business
200,BUSINESS,4.3,46353,21,1000000,0,0,Everyone,Business,Business,Business
201,BUSINESS,4,1279184,37,50000000,0,0,Everyone,Business,Business,Business
202,BUSINESS,4.2,88073,37,10000000,0,0,Everyone,Business,Business,Business
203,BUSINESS,4.5,67000,37,1000000,0,0,Everyone,Business,Business,Business
204,BUSINESS,4.2,159872,37,10000000,0,0,Everyone,Business,Business,Business
205,BUSINESS,4.2,30847,55,5000000,0,0,Everyone,Business,Business,Business
206,BUSINESS,4.6,188841,3.2,5000000,0,0,Everyone,Business,Business,Business
207,BUSINESS,4.1,11622,37,5000000,0,0,Everyone,Business,Business,Business
208,BUSINESS,4.6,95912,37,5000000,0,0,Everyone,Business,Business,Business
209,BUSINESS,3.1,4034,23,100000,0,0,Everyone,Business,Business,Business
210,BUSINESS,3.9,45964,16,1000000,0,0,Everyone,Business,Business,Business
211,BUSINESS,4.3,14955,37,1000000,0,0,Everyone,Business,Business,Business
212,BUSINESS,4.1,6903,14,1000000,0,0,Everyone,Business,Business,Business
213,BUSINESS,4.4,31614,37,10000000,0,0,Everyone,Business,Business,Business
214,BUSINESS,4.1,23055,37,5000000,0,0,Everyone,Business,Business,Business
215,BUSINESS,4.1,19023,37,1000000,0,0,Everyone,Business,Business,Business
216,BUSINESS,4.5,207372,11,5000000,0,0,Everyone,Business,Business,Business
217,BUSINESS,4.4,1225,25,100000,0,0,Everyone,Business,Business,Business
218,BUSINESS,4.4,380837,7.3,10000000,0,0,Everyone,Business,Business,Business
219,BUSINESS,4.3,10600,6.5,1000000,0,0,Everyone,Business,Business,Business
220,BUSINESS,4.4,74359,25,1000000,0,0,Everyone,Business,Business,Business
221,BUSINESS,4.6,822,3.1,100000,0,0,Everyone,Business,Business,Business
222,BUSINESS,4.2,80805,37,5000000,0,0,Everyone,Business,Business,Business
223,BUSINESS,4.4,2287,1.5,1000000,0,0,Everyone,Business,Business,Business
224,BUSINESS,4.7,4162,7.5,100000,0,0,Everyone,Business,Business,Business
225,BUSINESS,3.8,14760,8.6,50000000,0,0,Everyone,Business,Business,Business
226,BUSINESS,3.9,23243,37,5000000,0,0,Everyone,Business,Business,Business
227,BUSINESS,0,9,1.2,100000,0,0,Everyone,Business,Business,Business
228,BUSINESS,4.3,8978,37,1000000,0,0,Everyone,Business,Business,Business
229,BUSINESS,4.2,80805,37,5000000,0,0,Everyone,Business,Business,Business
230,BUSINESS,4.4,42492,37,1000000,0,0,Everyone,Business,Business,Business
231,BUSINESS,4.7,286897,39,10000000,0,0,Everyone,Business,Business,Business
232,BUSINESS,4.5,103755,14,10000000,0,0,Everyone,Business,Business,Business
233,BUSINESS,4.2,46505,19,1000000,0,0,Everyone,Business,Business,Business
234,BUSINESS,4.7,11442,6.8,100000,1,4.99,Everyone,Business,Business,Business
235,BUSINESS,4.8,10295,39,100000,1,4.99,Everyone,Business,Business,Business
236,BUSINESS,4.2,159872,37,10000000,0,0,Everyone,Business,Business,Business
237,BUSINESS,4.2,296,14,50000,0,0,Everyone,Business,Business,Business
238,BUSINESS,4.3,29313,20,5000000,0,0,Everyone,Business,Business,Business
239,BUSINESS,4.4,70991,37,5000000,0,0,Everyone,Business,Business,Business
240,BUSINESS,4.4,51507,37,5000000,0,0,Everyone,Business,Business,Business
241,BUSINESS,4.1,1802,26,100000,0,0,Everyone,Business,Business,Business
242,BUSINESS,3.8,1383,51,100000,0,0,Everyone,Business,Business,Business
243,BUSINESS,4.3,23175,41,1000000,0,0,Everyone,Business,Business,Business
244,BUSINESS,3.8,5868,20,500000,0,0,Everyone,Business,Business,Business
245,BUSINESS,3.5,2111,37,100000,0,0,Everyone,Business,Business,Business
246,BUSINESS,4.1,5448,12,500000,0,0,Everyone,Business,Business,Business
247,BUSINESS,4.6,4159,48,500000,0,0,Everyone,Business,Business,Business
248,BUSINESS,4.3,20815,10,1000000,0,0,Everyone,Business,Business,Business
249,BUSINESS,4.5,78662,22,1000000,0,0,Everyone,Business,Business,Business
250,BUSINESS,4.1,7149,11,1000000,0,0,Everyone,Business,Business,Business
251,BUSINESS,4.5,3079,8.5,100000,0,0,Everyone,Business,Business,Business
252,BUSINESS,4.6,5800,8.6,100000,0,0,Everyone,Business,Business,Business
253,BUSINESS,4,6989,37,1000000,0,0,Everyone,Business,Business,Business
254,BUSINESS,4.2,16422,28,1000000,0,0,Everyone,Business,Business,Business
255,BUSINESS,4.4,108741,28,10000000,0,0,Everyone,Business,Business,Business
256,BUSINESS,4.4,31614,37,10000000,0,0,Everyone,Business,Business,Business
257,BUSINESS,4,624,9,100000,0,0,Everyone,Business,Business,Business
258,BUSINESS,4.2,1661,46,100000,0,0,Everyone,Business,Business,Business
259,BUSINESS,4.2,97702,37,5000000,0,0,Everyone,Business,Business,Business
260,BUSINESS,4.1,308,14,50000,0,0,Everyone,Business,Business,Business
261,BUSINESS,4,6989,37,1000000,0,0,Everyone,Business,Business,Business
262,BUSINESS,3.8,5211,26,1000000,0,0,Everyone,Business,Business,Business
263,BUSINESS,3.9,1058,23,500000,0,0,Everyone,Business,Business,Business
